PDB,total_residues_all,altloc_residues_all,proportion_altlocs_all,total_residues_close,altloc_residues_close,proportion_altlocs_close
5QD5,1132,0,0.0,24,0,0.0
5QD6,1135,0,0.0,25,0,0.0
5QD7,1135,0,0.0,27,0,0.0
5QD8,1135,0,0.0,30,0,0.0
5QD9,1132,0,0.0,26,0,0.0
5QDA,1135,0,0.0,24,0,0.0
5QDB,1135,0,0.0,25,0,0.0
5QDC,1112,8,0.007194244604316547,19,12,0.631578947368421
5QDD,1112,0,0.0,19,0,0.0
5QDE,282,120,0.425531914893617,8,58,4.058634830719145
5QDF,283,157,0.5547703180212014,11,91,3.629723801344868
5QDG,282,224,0.7943262411347518,4,38,4.31643829339502
5QDH,284,141,0.4964788732394366,9,69,2.919758326101727
5QDK,284,206,0.7253521126760564,10,77,2.7773290031595796
5QDL,282,121,0.42907801418439717,13,107,4.493939795441152
5QDM,282,240,0.851063829787234,10,70,4.438775288073018
5QDN,282,113,0.40070921985815605,13,68,3.475387041827564
5QDO,284,250,0.8802816901408451,8,73,1.8675413707529853
5QDP,282,137,0.4858156028368794,5,48,3.8468278732064722
5QDQ,283,224,0.7915194346289752,8,64,1.5970254408514295
5QDR,284,266,0.9366197183098591,14,115,4.479455431381716
5QDT,283,266,0.9399293286219081,9,75,2.703539230530871
5QDV,282,260,0.9219858156028369,12,101,1.5241330164109121
5QDW,282,274,0.9716312056737588,10,89,2.672909085039458
5QDX,282,259,0.9184397163120568,9,85,2.397150795299976
5QDY,284,274,0.9647887323943662,9,83,2.130568413928864
5QDZ,282,147,0.5212765957446809,8,64,3.7266682515104517
5QE1,282,179,0.6347517730496454,10,80,2.5957696330386475
5QE2,284,282,0.9929577464788732,13,103,3.8869250369471233
5QE3,282,258,0.9148936170212766,8,72,2.885777273172368
5QE4,282,209,0.7411347517730497,6,49,4.016992806055274
5QE6,282,121,0.42907801418439717,10,8,0.8
5QE7,284,203,0.7147887323943662,6,49,2.688081767563412
5QE9,283,121,0.4275618374558304,10,69,3.650359538672738
5QEA,284,270,0.9507042253521126,5,45,1.9749429801948515
5QEB,283,230,0.8127208480565371,8,70,2.632925720587078
5QEC,284,238,0.8380281690140845,12,89,1.9735408957000582
5QEE,293,136,0.4641638225255973,10,17,1.7
5QEH,284,119,0.41901408450704225,14,94,2.043161191380852
5QEJ,284,264,0.9295774647887324,5,45,2.5468852821220898
5QEK,282,252,0.8936170212765957,6,52,3.7246971108022287
5QEL,292,207,0.708904109589041,9,89,2.471444715265683
5QEN,282,240,0.851063829787234,4,28,2.1840518585439828
5QEO,283,241,0.8515901060070671,10,77,1.6880383646611825
5QEP,284,251,0.8838028169014085,5,45,2.1575521964120377
5QEQ,283,262,0.9257950530035336,10,77,2.312505960022258
5QES,282,179,0.6347517730496454,6,48,3.5195107071597933
5QEU,282,273,0.9680851063829787,4,34,2.970523261626877
5QEV,282,234,0.8297872340425532,7,64,2.997871414832229
5QEW,298,165,0.5536912751677853,10,56,2.316267849610587
5QEX,282,232,0.8226950354609929,9,70,2.2298138797209606
5QEY,282,112,0.3971631205673759,7,19,2.7142857142857144
5QEZ,282,148,0.524822695035461,9,48,1.969469167255335
5QF1,282,261,0.925531914893617,11,85,3.564726404631434
5QF2,282,235,0.8333333333333334,9,67,4.120204737311157
5QF3,282,175,0.6205673758865248,7,61,1.6601778762406592
5QF4,284,126,0.44366197183098594,10,69,1.7023669083230506
5QF5,284,128,0.4507042253521127,8,61,4.094243388834835
5QF6,284,189,0.6654929577464789,11,86,2.8028932651256433
5QF7,282,107,0.37943262411347517,9,69,2.1649702111631193
5QF8,282,281,0.9964539007092199,11,101,2.714502967125622
5QF9,282,168,0.5957446808510638,11,74,2.1145374343609085
5QFA,282,181,0.6418439716312057,4,33,1.505499959397879
5QFB,282,243,0.8617021276595744,7,57,3.5526230868380786
5QFC,283,246,0.8692579505300353,13,95,3.3892912930977594
5QFD,283,187,0.6607773851590106,8,64,4.421305387580402
5QFG,284,137,0.4823943661971831,8,47,2.602976667259789
5QFH,282,247,0.875886524822695,10,77,3.124010647036174
5QFI,284,183,0.6443661971830986,8,73,3.5111087644202588
5QFJ,282,143,0.5070921985815603,10,38,3.8
5QFM,282,258,0.9148936170212766,11,87,2.724082656145474
5QFO,283,237,0.8374558303886925,10,72,1.7905554492199496
5QFP,283,278,0.9823321554770318,10,86,3.176364738370602
5QFQ,284,153,0.5387323943661971,11,71,4.044813549064484
5QFS,282,278,0.9858156028368794,7,61,3.4405403542351642
5QFT,282,123,0.43617021276595747,7,68,2.057674931586266
5QFV,283,248,0.8763250883392226,11,99,3.3319254247467724
5QFW,282,182,0.6453900709219859,8,52,2.452246731932061
5QFX,282,128,0.45390070921985815,8,42,1.7204354902860377
5QFY,284,218,0.7676056338028169,7,53,1.8334558941339676
5QG0,282,222,0.7872340425531915,7,38,3.253320381853028
5QG1,283,261,0.9222614840989399,10,97,4.29046712967591
5QG2,283,240,0.8480565371024735,5,45,3.697911121209019
5QG3,282,151,0.5354609929078015,11,87,3.6549502860353194
5QG4,284,260,0.9154929577464789,9,72,1.7014341820067909
5QG5,282,269,0.9539007092198581,9,73,3.400506836487814
5QG6,282,188,0.6666666666666666,7,48,3.9824150958121542
5QG7,282,183,0.648936170212766,8,58,4.49999569611842
5QG8,282,142,0.5035460992907801,11,85,4.110323869155653
5QGA,283,246,0.8692579505300353,9,52,2.7923821677308602
5QGB,282,219,0.776595744680851,11,85,4.180385095720197
5QGC,282,153,0.5425531914893617,9,75,2.7392872440110074
5QGD,284,113,0.397887323943662,8,47,2.079079033141937
5QGE,283,225,0.7950530035335689,10,97,1.6987679457879468
5QGG,184,1,0.005434782608695652,15,10,0.6666666666666666
5QGH,184,0,0.0,19,0,0.0
5QGI,184,0,0.0,15,0,0.0
5QGJ,184,0,0.0,12,0,0.0
5QGL,184,0,0.0,9,0,0.0
5QGM,184,0,0.0,19,0,0.0
5QGO,184,0,0.0,13,0,0.0
5QGP,184,0,0.0,14,0,0.0
5QGQ,184,14,0.07608695652173914,13,23,1.7692307692307692
5QGS,184,3,0.016304347826086956,6,0,0.0
5QGT,184,2,0.010869565217391304,16,0,0.0
5QGU,184,2,0.010869565217391304,14,0,0.0
5QGV,184,3,0.016304347826086956,18,0,0.0
5QGW,184,2,0.010869565217391304,19,0,0.0
5QGX,184,3,0.016304347826086956,18,8,0.4444444444444444
5QGY,184,2,0.010869565217391304,17,0,0.0
5QGZ,184,3,0.016304347826086956,18,8,0.4444444444444444
5QH0,184,3,0.016304347826086956,19,8,0.42105263157894735
5QH1,184,3,0.016304347826086956,18,8,0.4444444444444444
5QH2,184,2,0.010869565217391304,18,0,0.0
5QH4,184,2,0.010869565217391304,19,0,0.0
5QH5,184,2,0.010869565217391304,18,0,0.0
5QH6,184,2,0.010869565217391304,18,0,0.0
5QH7,184,2,0.010869565217391304,18,0,0.0
5QH8,184,7,0.03804347826086957,15,0,0.0
5QH9,183,6,0.03278688524590164,17,8,0.47058823529411764
5QHA,183,3,0.01639344262295082,18,0,0.0
5QHB,184,1,0.005434782608695652,17,0,0.0
5QHC,184,1,0.005434782608695652,18,0,0.0
5QHE,184,2,0.010869565217391304,17,0,0.0
5QHF,184,2,0.010869565217391304,21,0,0.0
5QHG,183,2,0.01092896174863388,21,8,0.38095238095238093
5QHH,184,4,0.021739130434782608,21,8,0.38095238095238093
5QHN,164,0,0.0,4,0,0.0
5QHO,164,0,0.0,9,0,0.0
5QHP,164,0,0.0,12,0,0.0
5QHR,164,0,0.0,9,0,0.0
5QHT,182,14,0.07692307692307693,6,0,0.0
5QHU,182,14,0.07692307692307693,9,9,1.0
5QHV,182,9,0.04945054945054945,7,0,0.0
5QHW,182,15,0.08241758241758242,7,13,1.8571428571428572
5QHX,182,17,0.09340659340659341,9,18,2.0
5QHY,182,13,0.07142857142857142,13,9,0.6923076923076923
5QHZ,182,13,0.07142857142857142,13,0,0.0
5QI0,182,17,0.09340659340659341,8,0,0.0
5QI1,182,15,0.08241758241758242,5,9,1.8
5QI2,182,12,0.06593406593406594,16,9,0.5625
5QI3,182,15,0.08241758241758242,6,0,0.0
5QI4,182,13,0.07142857142857142,4,0,0.0
5QI5,182,15,0.08241758241758242,12,0,0.0
5QI6,182,12,0.06593406593406594,3,0,0.0
5QI7,182,17,0.09340659340659341,13,0,0.0
5QI8,182,16,0.08791208791208792,7,0,0.0
5QI9,182,16,0.08791208791208792,5,0,0.0
5QIA,182,7,0.038461538461538464,12,0,0.0
5QIB,344,65,0.18895348837209303,27,79,2.925925925925926
5QIC,344,55,0.15988372093023256,14,117,3.797406280122787
5QID,344,60,0.1744186046511628,27,16,0.5925925925925926
5QIE,353,4,0.0113314447592068,27,0,0.0
5QIF,359,5,0.013927576601671309,8,19,2.375
5QIH,344,114,0.3313953488372093,27,68,2.5185185185185186
5QII,1065,1,0.0009389671361502347,35,0,0.0
5QIK,303,3,0.009900990099009901,25,10,0.4
5QIL,303,1,0.0033003300330033004,25,0,0.0
5QIM,304,1,0.003289473684210526,22,0,0.0
5QIN,295,2,0.006779661016949152,26,0,0.0
5QIO,225,3,0.013333333333333334,12,0,0.0
5QIP,223,3,0.013452914798206279,12,0,0.0
5QIQ,225,6,0.02666666666666667,12,12,1.0
5QIR,225,6,0.02666666666666667,12,12,1.0
5QIS,225,7,0.03111111111111111,12,12,1.0
5QIT,225,7,0.03111111111111111,12,12,1.0
5QIU,225,4,0.017777777777777778,14,0,0.0
5QIV,225,5,0.022222222222222223,12,0,0.0
5QIW,225,2,0.008888888888888889,12,0,0.0
5QIX,223,7,0.03139013452914798,13,0,0.0
5QIY,225,2,0.008888888888888889,12,0,0.0
5QIZ,225,3,0.013333333333333334,12,0,0.0
5QJ0,559,3,0.005366726296958855,31,0,0.0
5QJ1,543,1,0.001841620626151013,31,0,0.0
5QJ3,1135,1,0.000881057268722467,13,0,0.0
5QJ8,770,1,0.0012987012987012987,9,0,0.0
5QJD,770,2,0.0025974025974025974,9,0,0.0
5QJH,770,1,0.0012987012987012987,9,0,0.0
5QJN,769,1,0.0013003901170351106,11,0,0.0
5QJS,770,1,0.0012987012987012987,9,0,0.0
5QJT,770,1,0.0012987012987012987,8,0,0.0
5QJX,770,1,0.0012987012987012987,10,0,0.0
5QJZ,770,1,0.0012987012987012987,8,0,0.0
5QK3,770,1,0.0012987012987012987,9,0,0.0
5QK6,770,1,0.0012987012987012987,8,0,0.0
5QK8,770,1,0.0012987012987012987,11,0,0.0
5QKA,770,1,0.0012987012987012987,9,0,0.0
5QOI,149,7,0.04697986577181208,15,0,0.0
5QOJ,149,3,0.020134228187919462,7,0,0.0
5QOK,149,2,0.013422818791946308,7,0,0.0
5QOL,149,5,0.03355704697986577,16,0,0.0
5QOM,149,1,0.006711409395973154,13,0,0.0
5QON,149,3,0.020134228187919462,7,3,0.42857142857142855
5QOO,149,2,0.013422818791946308,9,3,0.3333333333333333
5QOP,149,3,0.020134228187919462,16,0,0.0
5QOQ,149,4,0.026845637583892617,17,0,0.0
5QOR,149,3,0.020134228187919462,17,0,0.0
5QOS,149,6,0.040268456375838924,14,0,0.0
5QOT,149,1,0.006711409395973154,17,0,0.0
5QOU,148,1,0.006756756756756757,17,0,0.0
5QOV,149,2,0.013422818791946308,17,0,0.0
5QOW,149,2,0.013422818791946308,17,0,0.0
5QOX,149,2,0.013422818791946308,17,0,0.0
5QOY,149,3,0.020134228187919462,15,0,0.0
5QOZ,149,4,0.026845637583892617,13,0,0.0
5QP0,149,2,0.013422818791946308,17,0,0.0
5QP1,149,2,0.013422818791946308,16,3,0.1875
5QP2,149,2,0.013422818791946308,17,0,0.0
5QP3,149,4,0.026845637583892617,17,3,0.17647058823529413
5QP4,149,2,0.013422818791946308,17,0,0.0
5QP5,149,1,0.006711409395973154,17,0,0.0
5QP6,149,3,0.020134228187919462,16,0,0.0
5QP7,149,3,0.020134228187919462,14,0,0.0
5QP8,149,5,0.03355704697986577,13,0,0.0
5QP9,149,2,0.013422818791946308,17,0,0.0
5QPA,149,3,0.020134228187919462,17,0,0.0
5QPB,149,5,0.03355704697986577,11,3,0.2727272727272727
5QPD,359,1,0.002785515320334262,13,0,0.0
5QPE,360,1,0.002777777777777778,10,0,0.0
5QPH,360,1,0.002777777777777778,15,0,0.0
5QPK,360,1,0.002777777777777778,17,0,0.0
5QPL,360,2,0.005555555555555556,11,3,0.2727272727272727
5QPM,360,2,0.005555555555555556,12,0,0.0
5QPN,360,1,0.002777777777777778,14,0,0.0
5QPO,360,2,0.005555555555555556,7,0,0.0
5QPQ,360,1,0.002777777777777778,9,0,0.0
5QPR,360,2,0.005555555555555556,9,0,0.0
5QPU,360,1,0.002777777777777778,10,0,0.0
5QPY,360,1,0.002777777777777778,11,0,0.0
5QQ1,360,1,0.002777777777777778,9,0,0.0
5QQ2,360,1,0.002777777777777778,11,0,0.0
5QQ5,360,0,0.0,12,0,0.0
5QQ6,360,1,0.002777777777777778,14,0,0.0
5QQ7,360,1,0.002777777777777778,13,0,0.0
5QQ8,360,1,0.002777777777777778,10,0,0.0
5QQ9,360,1,0.002777777777777778,11,0,0.0
5QQA,360,1,0.002777777777777778,11,0,0.0
5QQB,360,1,0.002777777777777778,7,0,0.0
5QQD,356,0,0.0,15,0,0.0
5QQE,356,0,0.0,15,0,0.0
5QQF,356,0,0.0,13,0,0.0
5QQG,356,0,0.0,16,0,0.0
5QQH,356,0,0.0,16,0,0.0
5QQI,356,0,0.0,15,0,0.0
5QQJ,356,0,0.0,15,0,0.0
5QQK,356,0,0.0,17,0,0.0
5QQL,356,0,0.0,17,0,0.0
5QQM,356,0,0.0,16,0,0.0
5QQN,356,0,0.0,16,0,0.0
5QQO,236,2,0.00847457627118644,24,3,0.125
5QQP,229,0,0.0,24,0,0.0
5QQR,858,2,0.002331002331002331,19,0,0.0
5QQS,857,2,0.002333722287047841,19,0,0.0
5QQT,857,2,0.002333722287047841,11,0,0.0
5QQV,857,2,0.002333722287047841,19,0,0.0
5QQY,857,2,0.002333722287047841,19,0,0.0
5QQZ,857,2,0.002333722287047841,20,0,0.0
5QR2,857,2,0.002333722287047841,19,0,0.0
5QR3,857,2,0.002333722287047841,19,0,0.0
5QR4,857,2,0.002333722287047841,19,0,0.0
5QR5,857,2,0.002333722287047841,20,0,0.0
5QR6,857,2,0.002333722287047841,9,0,0.0
5QR8,857,2,0.002333722287047841,19,0,0.0
5QR9,857,2,0.002333722287047841,19,0,0.0
5QRA,857,2,0.002333722287047841,19,0,0.0
5QRB,857,2,0.002333722287047841,20,0,0.0
5QRC,857,2,0.002333722287047841,20,0,0.0
5QRD,857,2,0.002333722287047841,19,0,0.0
5QRE,857,2,0.002333722287047841,10,0,0.0
5QRF,171,1,0.005847953216374269,10,0,0.0
5QRG,171,1,0.005847953216374269,8,0,0.0
5QRH,171,1,0.005847953216374269,8,0,0.0
5QRI,171,1,0.005847953216374269,8,0,0.0
5QRJ,171,1,0.005847953216374269,7,0,0.0
5QRK,171,1,0.005847953216374269,11,0,0.0
5QRL,171,1,0.005847953216374269,10,0,0.0
5QRM,171,1,0.005847953216374269,6,0,0.0
5QRN,171,1,0.005847953216374269,8,0,0.0
5QRO,171,1,0.005847953216374269,7,0,0.0
5QRP,171,1,0.005847953216374269,6,0,0.0
5QRQ,171,1,0.005847953216374269,8,0,0.0
5QRR,171,1,0.005847953216374269,5,0,0.0
5QRS,171,1,0.005847953216374269,8,0,0.0
5QRT,171,1,0.005847953216374269,9,0,0.0
5QRU,171,1,0.005847953216374269,9,0,0.0
5QRV,171,1,0.005847953216374269,8,0,0.0
5QRX,171,1,0.005847953216374269,8,0,0.0
5QRY,171,1,0.005847953216374269,9,0,0.0
5QRZ,171,1,0.005847953216374269,7,0,0.0
5QS1,171,1,0.005847953216374269,10,0,0.0
5QS2,171,1,0.005847953216374269,4,0,0.0
5QS3,171,1,0.005847953216374269,9,0,0.0
5QS4,171,1,0.005847953216374269,8,0,0.0
5QS5,171,1,0.005847953216374269,8,0,0.0
5QS6,171,6,0.03508771929824561,6,0,0.0
5QS7,171,7,0.04093567251461988,6,0,0.0
5QS8,171,6,0.03508771929824561,5,0,0.0
5QSA,171,2,0.011695906432748537,12,0,0.0
5QSB,171,7,0.04093567251461988,9,0,0.0
5QSD,171,2,0.011695906432748537,9,0,0.0
5QSE,171,7,0.04093567251461988,5,0,0.0
5QSF,171,7,0.04093567251461988,5,0,0.0
5QSG,171,6,0.03508771929824561,5,0,0.0
5QSH,171,7,0.04093567251461988,5,0,0.0
5QSI,171,3,0.017543859649122806,5,0,0.0
5QSJ,171,6,0.03508771929824561,5,0,0.0
5QSK,171,2,0.011695906432748537,11,0,0.0
5QSL,171,1,0.005847953216374269,10,0,0.0
5QSM,860,0,0.0,5,0,0.0
5QSN,860,0,0.0,8,0,0.0
5QSO,860,0,0.0,9,0,0.0
5QSP,860,0,0.0,10,0,0.0
5QSQ,860,0,0.0,6,0,0.0
5QSR,859,0,0.0,4,0,0.0
5QSS,860,0,0.0,6,0,0.0
5QST,1221,0,0.0,9,0,0.0
5QSU,1240,1,0.0008064516129032258,9,0,0.0
5QSV,1221,0,0.0,10,0,0.0
5QSW,1221,0,0.0,12,0,0.0
5QSX,1221,0,0.0,10,0,0.0
5QSY,860,0,0.0,3,0,0.0
5QSZ,860,0,0.0,4,0,0.0
5QT0,171,7,0.04093567251461988,5,0,0.0
5QT1,211,13,0.061611374407582936,14,3,0.21428571428571427
5QT3,857,2,0.002333722287047841,20,0,0.0
5QT4,325,0,0.0,15,0,0.0
5QT6,325,0,0.0,12,0,0.0
5QT7,325,0,0.0,11,0,0.0
5QT8,325,0,0.0,13,0,0.0
5QT9,325,0,0.0,7,0,0.0
5QTA,325,0,0.0,9,0,0.0
5QTB,325,0,0.0,7,0,0.0
5QTE,329,0,0.0,11,0,0.0
5QTF,330,0,0.0,8,0,0.0
5QTG,330,0,0.0,10,0,0.0
5QTH,329,0,0.0,10,0,0.0
5QTI,330,0,0.0,9,0,0.0
5QTJ,330,0,0.0,14,0,0.0
5QTK,330,0,0.0,12,0,0.0
5QTN,775,1,0.0012903225806451613,8,0,0.0
5QTT,229,0,0.0,24,0,0.0
5QTU,236,0,0.0,24,0,0.0
5QTV,229,6,0.026200873362445413,26,3,0.11538461538461539
5QTW,229,3,0.013100436681222707,26,4,0.15384615384615385
5QTX,235,3,0.01276595744680851,27,4,0.14814814814814814
5QTY,229,8,0.034934497816593885,27,6,0.2222222222222222
5QTZ,303,5,0.0165016501650165,24,0,0.0
5QU0,306,5,0.016339869281045753,25,0,0.0
5QUB,222,16,0.07207207207207207,10,3,0.3
5QUC,222,16,0.07207207207207207,10,3,0.3
5QUD,222,16,0.07207207207207207,10,3,0.3
5QUE,222,16,0.07207207207207207,10,3,0.3
5QUF,222,16,0.07207207207207207,10,3,0.3
5QUG,222,16,0.07207207207207207,10,3,0.3
5QUH,222,16,0.07207207207207207,10,3,0.3
5QUI,222,16,0.07207207207207207,10,3,0.3
5QUJ,222,16,0.07207207207207207,10,3,0.3
5QXI,130,9,0.06923076923076923,4,0,0.0
5QXJ,130,9,0.06923076923076923,11,11,1.0
5QXK,130,8,0.06153846153846154,11,0,0.0
5QXL,130,8,0.06153846153846154,10,0,0.0
5QXM,130,8,0.06153846153846154,10,0,0.0
5QXO,130,8,0.06153846153846154,10,0,0.0
5QXP,130,8,0.06153846153846154,10,0,0.0
5QXQ,130,9,0.06923076923076923,6,0,0.0
5QXR,130,8,0.06153846153846154,10,0,0.0
5QXU,130,8,0.06153846153846154,14,0,0.0
5QXV,130,8,0.06153846153846154,4,0,0.0
5QXW,130,8,0.06153846153846154,9,8,0.8888888888888888
5QXX,130,9,0.06923076923076923,6,11,1.8333333333333333
5QXY,130,8,0.06153846153846154,5,0,0.0
5QXZ,130,8,0.06153846153846154,10,0,0.0
5QY1,537,34,0.0633147113594041,13,115,3.6405750254635416
5QY2,557,31,0.05565529622980251,8,74,2.9627286145666405
5QY3,553,29,0.05244122965641953,9,77,2.066779496680166
5QY5,557,32,0.05745062836624776,10,96,3.0031475689875045
5QY6,537,39,0.07262569832402235,12,106,2.830822039293732
5QY7,537,33,0.061452513966480445,10,85,4.445155167914977
5QY8,537,36,0.0670391061452514,11,103,2.9672361834897534
5QY9,557,31,0.05565529622980251,11,72,2.536937621660003
5QYB,537,28,0.0521415270018622,7,68,1.8400998414695908
5QYC,554,34,0.061371841155234655,12,95,2.1393028973921675
5QYD,537,29,0.054003724394785846,8,75,4.056884560397046
5QYE,554,29,0.052346570397111915,6,58,2.555582511445444
5QYF,553,40,0.07233273056057866,14,112,2.2577656029970474
5QYG,537,39,0.07262569832402235,14,98,1.703338613067585
5QYH,554,49,0.08844765342960288,9,79,2.3062340567373023
5QYI,537,45,0.08379888268156424,12,98,3.8056074662055055
5QYJ,537,30,0.055865921787709494,7,66,4.081112316900752
5QYK,537,32,0.0595903165735568,11,98,3.3811500860520427
5R09,537,21,0.03910614525139665,8,10,1.25
5R0A,537,21,0.03910614525139665,11,0,0.0
5R0B,537,21,0.03910614525139665,12,0,0.0
5R0C,537,21,0.03910614525139665,10,0,0.0
5R0D,537,21,0.03910614525139665,8,0,0.0
5T14,904,0,0.0,14,0,0.0
5T16,2138,0,0.0,9,0,0.0
5T18,261,1,0.0038314176245210726,21,0,0.0
5T19,300,1,0.0033333333333333335,18,0,0.0
5T1A,444,0,0.0,23,0,0.0
5T1E,431,2,0.004640371229698376,43,0,0.0
5T1F,431,1,0.002320185614849188,44,0,0.0
5T1I,149,8,0.053691275167785234,6,0,0.0
5T1K,880,12,0.013636363636363636,14,0,0.0
5T1L,879,8,0.009101251422070534,16,0,0.0
5T1M,896,9,0.010044642857142858,6,0,0.0
5T1S,1127,0,0.0,25,0,0.0
5T1T,1132,0,0.0,20,0,0.0
5T1U,380,2,0.005263157894736842,18,0,0.0
5T1W,371,1,0.0026954177897574125,21,0,0.0
5T21,208,0,0.0,22,0,0.0
5T23,804,0,0.0,18,0,0.0
5T25,585,0,0.0,23,0,0.0
5T26,585,1,0.0017094017094017094,21,0,0.0
5T27,819,0,0.0,19,0,0.0
5T28,822,0,0.0,20,0,0.0
5T2B,820,0,0.0,19,0,0.0
5T2D,820,0,0.0,23,0,0.0
5T2G,820,0,0.0,20,0,0.0
5T2I,820,1,0.0012195121951219512,20,0,0.0
5T2K,1201,35,0.029142381348875937,28,0,0.0
5T2L,830,1,0.0012048192771084338,21,0,0.0
5T2M,820,0,0.0,23,0,0.0
5T2P,898,21,0.02338530066815145,13,0,0.0
5T2S,510,2,0.00392156862745098,13,0,0.0
5T2T,388,9,0.023195876288659795,13,6,0.46153846153846156
5T2U,957,0,0.0,37,0,0.0
5T2W,249,9,0.03614457831325301,28,0,0.0
5T2Y,384,0,0.0,9,0,0.0
5T2Z,198,23,0.11616161616161616,17,10,0.5882352941176471
5T31,667,0,0.0,17,0,0.0
5T35,901,1,0.0011098779134295228,34,0,0.0
5T36,147,7,0.047619047619047616,5,0,0.0
5T37,148,10,0.06756756756756757,7,0,0.0
5T38,238,10,0.04201680672268908,27,0,0.0
5T39,233,9,0.03862660944206009,25,0,0.0
5T3D,1042,0,0.0,41,0,0.0
5T3K,64,0,0.0,6,0,0.0
5T3O,921,0,0.0,12,0,0.0
5T3Q,278,0,0.0,24,0,0.0
5T45,708,2,0.002824858757062147,24,0,0.0
5T46,424,11,0.025943396226415096,13,3,0.23076923076923078
5T48,217,1,0.004608294930875576,12,0,0.0
5T4J,360,6,0.016666666666666666,12,0,0.0
5T4K,360,5,0.013888888888888888,17,0,0.0
5T4L,396,63,0.1590909090909091,22,4,0.18181818181818182
5T4S,672,1,0.001488095238095238,4,0,0.0
5T4U,112,0,0.0,11,0,0.0
5T4V,112,1,0.008928571428571428,14,0,0.0
5T4W,24,0,0.0,10,0,0.0
5T52,458,15,0.03275109170305677,13,0,0.0
5T53,187,0,0.0,25,0,0.0
5T54,458,9,0.019650655021834062,13,0,0.0
5T57,276,0,0.0,25,0,0.0
5T5G,143,1,0.006993006993006993,17,0,0.0
5T5J,465,20,0.043010752688172046,18,4,0.2222222222222222
5T5L,465,29,0.06236559139784946,16,0,0.0
5T5O,2340,0,0.0,16,0,0.0
5T5P,465,14,0.030107526881720432,15,0,0.0
5T5U,392,0,0.0,34,0,0.0
5T64,803,10,0.012453300124533,25,0,0.0
5T66,524,5,0.009541984732824428,18,0,0.0
5T67,810,8,0.009876543209876543,28,3,0.10714285714285714
5T68,540,0,0.0,15,0,0.0
5T6A,431,4,0.009280742459396751,22,0,0.0
5T6B,1599,9,0.005628517823639775,24,0,0.0
5T6C,392,0,0.0,34,0,0.0
5T6D,336,2,0.005952380952380952,21,0,0.0
5T6E,392,0,0.0,34,0,0.0
5T6F,330,1,0.0030303030303030303,21,0,0.0
5T6G,338,0,0.0,22,0,0.0
5T6H,392,0,0.0,34,0,0.0
5T6I,429,7,0.016317016317016316,22,0,0.0
5T6K,432,2,0.004629629629629629,21,0,0.0
5T6M,1538,2,0.0013003901170351106,29,0,0.0
5T6U,215,0,0.0,3,0,0.0
5T71,257,0,0.0,12,0,0.0
5T72,257,0,0.0,19,0,0.0
5T74,257,0,0.0,17,0,0.0
5T78,864,0,0.0,9,0,0.0
5T79,315,12,0.0380952380952381,32,3,0.09375
5T7B,812,0,0.0,20,0,0.0
5T7D,694,17,0.024495677233429394,28,0,0.0
5T7E,698,1,0.0014326647564469914,23,0,0.0
5T7F,1635,0,0.0,22,0,0.0
5T7I,146,0,0.0,6,0,0.0
5T7J,232,12,0.05172413793103448,2,0,0.0
5T7K,232,35,0.15086206896551724,18,11,0.6111111111111112
5T7N,232,14,0.0603448275862069,17,6,0.35294117647058826
5T7P,456,0,0.0,12,0,0.0
5T7S,146,1,0.00684931506849315,11,3,0.2727272727272727
5T7T,146,3,0.02054794520547945,2,0,0.0
5T7U,146,3,0.02054794520547945,13,3,0.23076923076923078
5T8E,249,0,0.0,21,0,0.0
5T8F,1090,0,0.0,21,0,0.0
5T8G,716,3,0.004189944134078212,22,0,0.0
5T8H,198,0,0.0,30,0,0.0
5T8I,808,3,0.0037128712871287127,22,0,0.0
5T8J,249,0,0.0,18,0,0.0
5T8K,1969,77,0.03910614525139665,40,3,0.075
5T8S,764,28,0.03664921465968586,21,3,0.14285714285714285
5T8T,754,10,0.013262599469496022,20,3,0.15
5T8U,669,0,0.0,18,0,0.0
5T8Z,161,1,0.006211180124223602,21,0,0.0
5T92,366,0,0.0,22,0,0.0
5T95,501,24,0.04790419161676647,31,3,0.0967741935483871
5T97,368,0,0.0,24,0,0.0
5T99,1513,7,0.004626569729015202,14,0,0.0
5T9A,3245,2,0.0006163328197226503,5,0,0.0
5T9B,259,1,0.003861003861003861,12,0,0.0
5T9C,263,0,0.0,13,0,0.0
5T9E,478,6,0.012552301255230125,29,0,0.0
5T9F,504,7,0.013888888888888888,31,3,0.0967741935483871
5T9G,3242,13,0.004009870450339297,3,0,0.0
5T9U,653,4,0.006125574272588055,19,3,0.15789473684210525
5T9W,164,0,0.0,16,0,0.0
5T9Z,163,0,0.0,18,0,0.0
5TA2,163,2,0.012269938650306749,18,0,0.0
5TA4,164,1,0.006097560975609756,18,0,0.0
5TA6,294,2,0.006802721088435374,22,0,0.0
5TA8,294,1,0.003401360544217687,19,0,0.0
5TA9,1476,0,0.0,14,0,0.0
5TAR,332,2,0.006024096385542169,21,3,0.14285714285714285
5TB5,639,7,0.010954616588419406,20,3,0.15
5TB6,119,1,0.008403361344537815,11,0,0.0
5TB8,359,2,0.005571030640668524,20,0,0.0
5TB9,358,0,0.0,21,0,0.0
5TBA,348,0,0.0,8,0,0.0
5TBB,327,0,0.0,9,0,0.0
5TBC,323,0,0.0,15,0,0.0
5TBE,332,0,0.0,29,0,0.0
