,PDB,total_residues,altloc_residues,proportion_altlocs
8072,5FAH,23,17,0.7391304347826086
8073,5FAI,26,11,0.4230769230769231
8074,5FAJ,22,13,0.5909090909090909
8075,5FAK,13,0,0.0
8076,5FAL,24,36,1.5
8077,5FAN,36,8,0.2222222222222222
8078,5FAO,19,0,0.0
8079,5FAP,16,0,0.0
8080,5FAX,17,0,0.0
8081,5FAZ,22,0,0.0
8082,5FB0,10,0,0.0
8083,5FBA,7,0,0.0
8084,5FBD,12,0,0.0
8085,5FBE,25,0,0.0
8086,5FBI,11,0,0.0
8087,5FBJ,12,0,0.0
8088,5FBL,24,0,0.0
8089,5FBO,29,0,0.0
8090,5FBQ,25,0,0.0
8091,5FBR,24,0,0.0
8092,5FBS,23,0,0.0
8093,5FBT,21,0,0.0
8094,5FBU,28,0,0.0
8095,5FBV,24,0,0.0
8096,5FBW,21,0,0.0
8097,5FBX,14,0,0.0
8098,5FBZ,17,0,0.0
8099,5FC2,8,0,0.0
8100,5FCK,22,0,0.0
8101,5FCT,19,19,1.0
8102,5FCU,1,0,0.0
8103,5FCX,28,0,0.0
8104,5FCY,26,0,0.0
8105,5FCZ,16,0,0.0
8106,5FD0,16,0,0.0
8107,5FD2,21,0,0.0
8108,5FD8,19,0,0.0
8109,5FDC,15,0,0.0
8110,5FDD,16,0,0.0
8111,5FDG,17,0,0.0
8112,5FDH,18,0,0.0
8113,5FDI,16,0,0.0
8114,5FDL,21,0,0.0
8115,5FDO,20,0,0.0
8116,5FDP,25,0,0.0
8117,5FDR,24,0,0.0
8118,5FDX,25,0,0.0
8119,5FE1,10,7,0.7
8120,5FE2,10,0,0.0
8121,5FE3,10,0,0.0
8122,5FE5,10,0,0.0
8123,5FE6,10,0,0.0
8124,5FE7,12,0,0.0
8125,5FE8,11,0,0.0
8126,5FE9,13,0,0.0
8127,5FED,19,0,0.0
8128,5FEE,19,0,0.0
8129,5FEN,22,0,0.0
8130,5FEP,27,20,0.7407407407407407
8131,5FEQ,22,0,0.0
8132,5FES,27,9,0.3333333333333333
8133,5FET,22,0,0.0
8134,5FEU,35,8,0.22857142857142856
8135,5FEW,27,9,0.3333333333333333
8136,5FEX,16,0,0.0
8137,5FEZ,16,9,0.5625
8138,5FF0,19,18,0.9473684210526315
8139,5FF2,25,9,0.36
8140,5FF3,25,9,0.36
8141,5FF4,26,9,0.34615384615384615
8142,5FF6,6,0,0.0
8143,5FF8,17,0,0.0
8144,5FF9,35,0,0.0
8145,5FFF,35,8,0.22857142857142856
8146,5FFH,20,0,0.0
8147,5FFY,13,10,0.7692307692307693
8148,5FFZ,8,0,0.0
8149,5FG3,19,0,0.0
8150,5FG4,13,0,0.0
8151,5FG6,14,13,0.9285714285714286
8152,5FG8,23,9,0.391304347826087
8153,5FGI,28,0,0.0
8154,5FGK,19,10,0.5263157894736842
8155,5FGU,23,0,0.0
8156,5FGZ,19,0,0.0
8157,5HX1,16,0,0.0
8158,5HX6,23,0,0.0
8159,5HXB,26,0,0.0
8160,5HXF,25,10,0.4
8161,5HXI,40,9,0.225
8162,5HXT,15,0,0.0
8163,5HXX,21,0,0.0
8164,5HY5,45,0,0.0
8165,5HYK,20,0,0.0
8166,5HYL,20,12,0.6
8167,5HYM,38,0,0.0
8168,5HYN,23,0,0.0
8169,5HYR,19,0,0.0
8170,5HYV,17,0,0.0
8171,5HZ5,26,28,1.0769230769230769
8172,5HZ6,25,8,0.32
8173,5HZ8,22,27,1.2272727272727273
8174,5HZA,9,0,0.0
8175,5HZB,8,0,0.0
8176,5HZC,18,0,0.0
8177,5HZE,24,11,0.4583333333333333
8178,5HZH,24,0,0.0
8179,5HZI,22,0,0.0
8180,5HZJ,23,0,0.0
8181,5HZK,25,0,0.0
8182,5HZM,24,10,0.4166666666666667
8183,5HZN,27,0,0.0
8184,5HZO,24,0,0.0
8185,5HZQ,23,25,1.0869565217391304
8186,5HZS,25,0,0.0
8187,5HZT,26,0,0.0
8188,5HZU,25,0,0.0
8189,5HZX,17,9,0.5294117647058824
8190,5HZZ,17,0,0.0
8191,5I00,24,0,0.0
8192,5I02,23,0,0.0
8193,5I03,23,0,0.0
8194,5I04,9,0,0.0
8195,5I06,23,0,0.0
8196,5I09,24,22,0.9166666666666666
8197,5I0A,9,0,0.0
8198,5I0B,15,0,0.0
8199,5I0H,22,0,0.0
8200,5I0J,16,0,0.0
8201,5I0K,19,0,0.0
8202,5I0L,18,0,0.0
8203,5I0M,17,0,0.0
8204,5I0R,14,20,1.4285714285714286
8205,5I0S,15,10,0.6666666666666666
8206,5I0T,15,10,0.6666666666666666
8207,5I12,18,10,0.5555555555555556
8208,5I1F,32,11,0.34375
8209,5I1Q,16,0,0.0
8210,5I1V,38,10,0.2631578947368421
8211,5I1W,38,0,0.0
8212,5I23,20,0,0.0
8213,5I24,15,0,0.0
8214,5I26,10,0,0.0
8215,5I28,12,11,0.9166666666666666
8216,5I29,14,0,0.0
8217,5I2B,23,0,0.0
8218,5I2E,26,10,0.38461538461538464
8219,5I2F,19,16,0.8421052631578947
8220,5I2H,13,0,0.0
8221,5I2K,22,0,0.0
8222,5I2N,25,0,0.0
8223,5I2R,15,0,0.0
8224,5I2Z,21,0,0.0
8225,5I30,3,0,0.0
8226,5I34,19,0,0.0
8227,5I35,22,0,0.0
8228,5I38,14,0,0.0
8229,5I39,43,13,0.3023255813953488
8230,5I3C,19,0,0.0
8231,5I3M,19,0,0.0
8232,5I3O,24,0,0.0
8233,5I3P,22,0,0.0
8234,5I3Q,24,0,0.0
8235,5I3R,24,0,0.0
8236,5I3V,24,0,0.0
8237,5I3W,25,0,0.0
8238,5I3X,29,0,0.0
8239,5I3Y,32,0,0.0
8240,5I40,10,0,0.0
8241,5I49,19,0,0.0
8242,5I4D,9,11,1.2222222222222223
8243,5I4E,28,0,0.0
8244,5I4M,19,0,0.0
8245,5I4N,22,0,0.0
8246,5I4O,21,11,0.5238095238095238
8247,5I4R,18,0,0.0
8248,5I4U,22,0,0.0
8249,5I4V,28,0,0.0
8250,5I51,19,0,0.0
8251,5I56,20,0,0.0
8252,5I58,19,0,0.0
8253,5I59,20,0,0.0
8254,5I5E,18,8,0.4444444444444444
8255,5I5P,17,0,0.0
8256,5I5S,21,0,0.0
8257,5I5T,31,0,0.0
8258,5I5U,20,0,0.0
8259,5I5V,32,0,0.0
8260,5I5W,14,0,0.0
8261,5I5X,15,0,0.0
8262,5I5Y,17,9,0.5294117647058824
8263,5I5Z,19,0,0.0
8264,5I60,20,0,0.0
8265,5I67,17,0,0.0
8266,5I6C,12,0,0.0
8267,5I6D,19,0,0.0
8268,5I6E,16,0,0.0
8269,5I6U,24,0,0.0
8270,5I6W,17,20,1.1764705882352942
8271,5I6X,5,0,0.0
8272,5I6Y,17,9,0.5294117647058824
8273,5I6Z,9,0,0.0
8274,5I71,4,0,0.0
8275,5I74,5,0,0.0
8276,5I75,5,0,0.0
8277,5I7A,20,0,0.0
8278,5I7F,31,0,0.0
8279,5I7H,20,0,0.0
8280,5I7I,16,0,0.0
8281,5I7O,20,0,0.0
8282,5I7R,26,0,0.0
8283,5I7S,32,0,0.0
8284,5I7V,33,8,0.24242424242424243
8285,5I7W,27,13,0.48148148148148145
8286,5I7X,10,0,0.0
8287,5I7Y,12,0,0.0
8288,5I80,13,0,0.0
8289,5I83,14,0,0.0
8290,5I88,17,0,0.0
8291,5I89,15,10,0.6666666666666666
8292,5I8A,19,0,0.0
8293,5I8B,15,0,0.0
8294,5I8G,15,13,0.8666666666666667
8295,5I8O,5,0,0.0
8296,5I8P,25,0,0.0
8297,5I8Q,24,0,0.0
8298,5I8W,31,0,0.0
8299,5I8Z,32,10,0.3125
8300,5I90,21,0,0.0
8301,5I94,10,0,0.0
8302,5I95,26,10,0.38461538461538464
8303,5I96,17,89,5.235294117647059
8304,5I9I,23,0,0.0
8305,5I9L,31,0,0.0
8306,5I9M,34,0,0.0
8307,5I9N,31,0,0.0
8308,5I9O,17,0,0.0
8309,5I9P,17,0,0.0
8310,5I9V,21,19,0.9047619047619048
8311,5I9W,19,0,0.0
8312,5I9X,22,0,0.0
8313,5I9Y,24,16,0.6666666666666666
8314,5I9Z,23,10,0.43478260869565216
8315,5IA0,23,0,0.0
8316,5IA1,23,0,0.0
8317,5IA2,22,0,0.0
8318,5IA3,22,0,0.0
8319,5IA4,30,0,0.0
8320,5IA5,28,0,0.0
8321,5IAI,15,0,0.0
8322,5IAX,18,0,0.0
8323,5KP2,22,0,0.0
8324,5KP3,15,0,0.0
8325,5KP4,16,0,0.0
8326,5KP7,20,0,0.0
8327,5KP8,26,0,0.0
8328,5KPC,24,0,0.0
8329,5KPF,7,0,0.0
8330,5KPG,20,0,0.0
8331,5KPK,19,0,0.0
8332,5KPL,18,8,0.4444444444444444
8333,5KPM,19,0,0.0
8334,5KPN,24,0,0.0
8335,5KPO,22,0,0.0
8336,5KPP,23,0,0.0
8337,5KPQ,22,0,0.0
8338,5KPR,24,0,0.0
8339,5KPT,23,0,0.0
8340,5KPZ,20,0,0.0
8341,5KQ0,16,13,0.8125
8342,5KQ2,16,13,0.8125
8343,5KQ3,15,13,0.8666666666666667
8344,5KQ4,19,0,0.0
8345,5KQ6,17,13,0.7647058823529411
8346,5KQ8,21,0,0.0
8347,5KQA,12,0,0.0
8348,5KQD,22,0,0.0
8349,5KQF,14,10,0.7142857142857143
8350,5KQG,16,0,0.0
8351,5KQH,17,13,0.7647058823529411
8352,5KQI,16,13,0.8125
8353,5KQK,16,13,0.8125
8354,5KQL,16,0,0.0
8355,5KQN,16,13,0.8125
8356,5KQQ,15,13,0.8666666666666667
8357,5KQR,24,0,0.0
8358,5KQS,16,11,0.6875
8359,5KQT,16,0,0.0
8360,5KQU,21,0,0.0
8361,5KQX,17,0,0.0
8362,5KQY,17,0,0.0
8363,5KQZ,20,0,0.0
8364,5KR0,16,17,1.0625
8365,5KR1,16,0,0.0
8366,5KR2,17,13,0.7647058823529411
8367,5KR3,19,0,0.0
8368,5KR5,21,0,0.0
8369,5KR6,21,0,0.0
8370,5KR7,15,0,0.0
8371,5KR8,14,0,0.0
8372,5KR9,19,0,0.0
8373,5KRA,20,0,0.0
8374,5KRC,21,0,0.0
8375,5KRD,11,9,0.8181818181818182
8376,5KRE,12,0,0.0
8377,5KRF,20,0,0.0
8378,5KRH,23,12,0.5217391304347826
8379,5KRI,21,0,0.0
8380,5KRJ,27,0,0.0
8381,5KRK,26,0,0.0
8382,5KRL,17,0,0.0
8383,5KRM,20,0,0.0
8384,5KRO,20,0,0.0
8385,5KRQ,40,0,0.0
8386,5KRU,18,20,1.1111111111111112
8387,5KS7,17,0,0.0
8388,5KS8,19,0,0.0
8389,5KSA,7,0,0.0
8390,5KSD,24,0,0.0
8391,5KSG,11,11,1.0
8392,5KSH,6,0,0.0
8393,5KSK,17,13,0.7647058823529411
8394,5KSN,11,11,1.0
8395,5KSO,19,0,0.0
8396,5KSP,18,0,0.0
8397,5KSW,27,0,0.0
8398,5KSY,19,0,0.0
8399,5KSZ,22,0,0.0
8400,5KT1,14,0,0.0
8401,5KT2,20,0,0.0
8402,5KT3,20,0,0.0
8403,5KT4,17,0,0.0
8404,5KT5,17,0,0.0
8405,5KT6,20,0,0.0
8406,5KT7,20,0,0.0
8407,5KT8,17,13,0.7647058823529411
8408,5KT9,16,0,0.0
8409,5KTC,23,0,0.0
8410,5KTD,23,0,0.0
8411,5KTG,23,0,0.0
8412,5KTI,5,0,0.0
8413,5KTJ,4,0,0.0
8414,5KTK,35,0,0.0
8415,5KTL,21,0,0.0
8416,5KTN,20,14,0.7
8417,5KTO,16,0,0.0
8418,5KTU,13,0,0.0
8419,5KTW,14,0,0.0
8420,5KTX,15,0,0.0
8421,5KU1,19,0,0.0
8422,5KU3,11,0,0.0
8423,5KUB,5,0,0.0
8424,5KUM,9,0,0.0
8425,5KUP,26,14,0.5384615384615384
8426,5KUT,18,8,0.4444444444444444
8427,5KV9,22,0,0.0
8428,5KVA,26,0,0.0
8429,5KVH,42,0,0.0
8430,5KVI,44,0,0.0
8431,5KVM,3,0,0.0
8432,5KVQ,28,8,0.2857142857142857
8433,5KVS,26,19,0.7307692307692307
8434,5KVT,23,0,0.0
8435,5KVU,31,0,0.0
8436,5KVV,31,0,0.0
8437,5KW2,26,0,0.0
8438,5KWA,21,0,0.0
8439,5KWF,45,0,0.0
8440,5KWI,9,0,0.0
8441,5KWJ,9,0,0.0
8442,5KWK,22,0,0.0
8443,5KWV,24,0,0.0
8444,5KWW,3,0,0.0
8445,5KWY,23,0,0.0
8446,5KX5,26,0,0.0
8447,5KX6,20,0,0.0
8448,5KX7,20,0,0.0
8449,5KX8,21,0,0.0
8450,5KX9,12,0,0.0
8451,5KXA,16,0,0.0
8452,5KXH,20,0,0.0
8453,5KXQ,20,0,0.0
8454,5KY0,19,0,0.0
8455,5KY2,22,0,0.0
8456,5KY3,30,0,0.0
8457,5KY4,22,0,0.0
8458,5KY5,22,0,0.0
8459,5KY7,22,0,0.0
8460,5KY8,19,0,0.0
8461,5KY9,21,0,0.0
8462,5KYA,28,0,0.0
8463,5KYI,18,11,0.6111111111111112
8464,5KYJ,28,0,0.0
8465,5KYK,23,0,0.0
8466,5KYL,17,20,1.1764705882352942
8467,5KYT,31,13,0.41935483870967744
8468,5KYV,31,0,0.0
8469,5KZ0,21,0,0.0
8470,5KZ7,19,0,0.0
8471,5KZ8,18,0,0.0
8472,5KZD,21,0,0.0
8473,5KZH,18,16,0.8888888888888888
8474,5KZI,20,0,0.0
8475,5KZM,29,0,0.0
8476,5KZQ,18,0,0.0
8477,5KZU,20,0,0.0
8478,5KZV,16,0,0.0
8479,5KZX,1,0,0.0
8480,5KZY,13,0,0.0
8481,5L01,26,0,0.0
8482,5L02,16,13,0.8125
8483,5L03,15,0,0.0
8484,5L05,31,0,0.0
8485,5L0A,16,0,0.0
8486,5L0G,9,0,0.0
8487,5L0H,7,0,0.0
8488,5L0N,17,13,0.7647058823529411
8489,5L0Z,22,0,0.0
8490,5L11,21,0,0.0
8491,5L17,20,0,0.0
8492,5L1E,18,0,0.0
8493,5L1F,17,0,0.0
8494,5L1H,17,0,0.0
8495,5L1I,21,0,0.0
8496,5L1J,19,33,1.736842105263158
8497,5L1K,20,0,0.0
8498,5L1L,19,13,0.6842105263157895
8499,5L1N,45,0,0.0
8500,5L1O,13,0,0.0
8501,5L1P,13,0,0.0
8502,5L1Q,13,9,0.6923076923076923
8503,5L1S,13,10,0.7692307692307693
8504,5L1T,12,0,0.0
8505,5L1U,12,0,0.0
8506,5L1V,13,0,0.0
8507,5L1W,12,0,0.0
8508,5L1Z,10,0,0.0
8509,5L20,17,8,0.47058823529411764
8510,5L27,5,0,0.0
8511,5L2A,11,0,0.0
8512,5L2B,16,0,0.0
8513,5L2F,17,0,0.0
8514,5L2I,22,0,0.0
8515,5L2J,36,20,0.5555555555555556
8516,5L2K,44,0,0.0
8517,5L2M,15,0,0.0
8518,5L2N,15,0,0.0
8519,5L2O,12,0,0.0
8520,5L2S,21,0,0.0
8521,5L2T,20,0,0.0
8522,5L2W,22,0,0.0
8523,5L2X,18,0,0.0
8524,5L3A,13,0,0.0
8525,5L3B,46,0,0.0
8526,5L3C,48,0,0.0
8527,5L3D,44,0,0.0
8528,5L3F,49,0,0.0
8529,5L3G,46,0,0.0
8530,5L3J,16,0,0.0
8531,5L3K,25,0,0.0
8532,5L3U,20,0,0.0
8533,5L3V,21,0,0.0
8534,5L3W,21,0,0.0
8535,5L3Y,23,0,0.0
8536,5L3Z,29,0,0.0
8537,5L41,19,0,0.0
8538,5L42,33,33,1.0
8539,5L44,23,0,0.0
8540,5L46,48,0,0.0
8541,5L47,3,0,0.0
8542,5L4E,3,0,0.0
8543,5L4F,11,20,1.8181818181818181
8544,5L4H,3,0,0.0
8545,5L4I,8,9,1.125
8546,5L4J,7,24,3.4285714285714284
8547,5L4L,31,15,0.4838709677419355
8548,5L4M,6,9,1.5
8549,5L4O,9,0,0.0
8550,5L4Q,17,0,0.0
8551,5L4S,34,0,0.0
8552,5L4T,15,0,0.0
8553,5L4U,15,0,0.0
8554,5L4V,14,0,0.0
8555,5L4W,15,0,0.0
8556,5L4X,15,0,0.0
8557,5L4Y,15,0,0.0
8558,5L53,26,0,0.0
8559,5L54,29,0,0.0
8560,5L55,28,0,0.0
8561,5L57,26,0,0.0
8562,5L58,25,0,0.0
8563,5L5H,30,0,0.0
8564,5L5I,30,0,0.0
8565,5L5J,25,0,0.0
8566,5L5O,24,0,0.0
8567,5L5P,23,0,0.0
8568,5L5Q,29,0,0.0
8569,5L5S,30,0,0.0
8570,5L5T,29,0,0.0
8571,5L5V,27,0,0.0
8572,5L60,26,0,0.0
8573,5L61,24,0,0.0
8574,5L62,27,0,0.0
8575,5L63,24,0,0.0
8576,5L64,26,0,0.0
8577,5L68,24,0,0.0
8578,5L69,23,0,0.0
8579,5L6A,24,0,0.0
8580,5L6C,28,0,0.0
8581,5L6D,21,0,0.0
8582,5L6E,22,0,0.0
8583,5L6F,39,0,0.0
8584,5L6G,39,0,0.0
8585,5L6H,27,0,0.0
8586,5L6I,26,0,0.0
8587,5L6J,27,0,0.0
8588,5L6O,19,0,0.0
8589,5L6P,18,0,0.0
8590,5L6S,11,0,0.0
8591,5L6V,13,0,0.0
8592,5L6W,23,0,0.0
8593,5L72,22,0,0.0
8594,5L77,25,0,0.0
8595,5L79,13,0,0.0
8596,5L7D,21,0,0.0
8597,5L7E,21,8,0.38095238095238093
8598,5L7G,24,0,0.0
8599,5L7H,24,8,0.3333333333333333
8600,5L7I,23,0,0.0
8601,5L7P,24,0,0.0
8602,5L7T,32,10,0.3125
8603,5L7U,14,0,0.0
8604,5L7V,15,0,0.0
8605,5L7W,32,10,0.3125
8606,5L7X,2,0,0.0
8607,5L86,12,0,0.0
8608,5L87,13,0,0.0
8609,5L88,3,0,0.0
8610,5L8A,17,0,0.0
8611,5L8C,21,0,0.0
8612,5L8D,9,10,1.1111111111111112
8613,5L8J,16,0,0.0
8614,5L8K,18,0,0.0
8615,5L8L,17,10,0.5882352941176471
8616,5L8M,34,0,0.0
8617,5L8N,14,0,0.0
8618,5L8O,22,0,0.0
8619,5L8P,22,0,0.0
8620,5L8T,13,0,0.0
8621,5L8U,12,0,0.0
8622,5L8Y,23,0,0.0
8623,5L92,14,0,0.0
8624,5L94,15,0,0.0
8625,5L95,22,0,0.0
8626,5L96,13,0,0.0
8627,5L97,12,0,0.0
8628,5L98,12,0,0.0
8629,5L99,11,0,0.0
8630,5L9B,16,0,0.0
8631,5L9D,3,0,0.0
8632,5L9F,12,0,0.0
8633,5L9G,22,0,0.0
8634,5L9I,22,0,0.0
8635,5L9K,26,0,0.0
8636,5L9L,23,0,0.0
8637,5L9N,12,0,0.0
8638,5L9O,25,0,0.0
8639,5L9Q,23,0,0.0
8640,5L9V,17,0,0.0
8641,5L9W,28,0,0.0
8642,5L9X,22,62,2.8181818181818183
8643,5LA2,9,0,0.0
8644,5LA3,20,0,0.0
8645,5LA6,33,0,0.0
8646,5LA9,17,0,0.0
8647,5LAB,17,0,0.0
8648,5LAE,45,0,0.0
8649,5LAP,4,8,2.0
8650,5LAQ,20,0,0.0
8651,5LAR,30,10,0.3333333333333333
8652,5LAS,17,0,0.0
8653,5LAT,17,0,0.0
8654,5LAU,28,10,0.35714285714285715
8655,5LAV,17,12,0.7058823529411765
8656,5LAW,16,10,0.625
8657,5LAZ,17,10,0.5882352941176471
8658,5LB3,17,0,0.0
8659,5LB6,17,0,0.0
8660,5LB9,25,13,0.52
8661,5LBB,17,0,0.0
8662,5LBC,17,0,0.0
8663,5LBE,16,0,0.0
8664,5LBF,17,0,0.0
8665,5LBR,33,0,0.0
8666,5LBX,29,0,0.0
8667,5LBZ,26,0,0.0
8668,5LC0,26,0,0.0
8669,5LC1,34,0,0.0
8670,5LC8,39,0,0.0
8671,5LCA,16,0,0.0
8672,5LCD,12,0,0.0
8673,5LCF,14,0,0.0
8674,5LCH,15,0,0.0
8675,5LCJ,21,0,0.0
8676,5LCK,21,0,0.0
8677,5LCL,6,140,23.333333333333332
8678,5LCM,11,146,13.272727272727273
8679,5LCP,18,13,0.7222222222222222
8680,5LCQ,21,0,0.0
8681,5LCT,17,3,0.17647058823529413
8682,5LCU,19,0,0.0
8683,5LCX,33,0,0.0
8684,5LCZ,15,0,0.0
8685,5LD5,29,0,0.0
8686,5LD8,19,0,0.0
8687,5LDB,16,0,0.0
8688,5LDG,33,0,0.0
8689,5LDH,34,0,0.0
8690,5LDK,9,0,0.0
8691,5LDM,13,0,0.0
8692,5LDO,13,0,0.0
8693,5LE1,13,13,1.0
8694,5LEF,30,8,0.26666666666666666
8695,5LEL,24,0,0.0
8696,5LEM,26,0,0.0
8697,5LFA,30,0,0.0
8698,5LFE,8,0,0.0
8699,5LFO,46,12,0.2608695652173913
8700,5LFS,3,0,0.0
8701,5LFW,3,0,0.0
8702,5LFX,3,0,0.0
8703,5LG2,13,12,0.9230769230769231
8704,5LG3,19,0,0.0
8705,5LGA,33,0,0.0
8706,5LGB,46,0,0.0
8707,5LGE,25,0,0.0
8708,5LGH,2,0,0.0
8709,5LGN,47,0,0.0
8710,5LGO,25,3,0.12
8711,5LGP,25,0,0.0
8712,5LGQ,24,0,0.0
8713,5LGT,46,0,0.0
8714,5LGU,44,0,0.0
8715,5LGX,27,0,0.0
8716,5LGZ,26,0,0.0
8717,5LH4,27,3,0.1111111111111111
8718,5LH8,26,4,0.15384615384615385
8719,5LH9,19,0,0.0
8720,5LHA,18,0,0.0
8721,5LHB,17,0,0.0
8722,5LHH,46,0,0.0
8723,5LHI,47,0,0.0
8724,5LHP,19,0,0.0
8725,5LHT,8,10,1.25
8726,5LI1,25,0,0.0
8727,5LI3,19,0,0.0
8728,5LI6,17,0,0.0
8729,5LI7,14,25,1.7857142857142858
8730,5LI8,22,0,0.0
8731,5LI9,25,8,0.32
8732,5LIA,22,0,0.0
8733,5LIF,22,0,0.0
8734,5LIH,24,10,0.4166666666666667
8735,5LIL,28,0,0.0
8736,5LJ0,16,0,0.0
8737,5LJ1,15,0,0.0
8738,5LJ2,14,11,0.7857142857142857
8739,5LJ6,17,0,0.0
8740,5LJ7,26,0,0.0
8741,5LJB,22,0,0.0
8742,5LJC,24,0,0.0
8743,5LJD,22,0,0.0
8744,5LJE,21,0,0.0
8745,5LJI,20,0,0.0
8746,5LJJ,20,0,0.0
8747,5LJP,24,0,0.0
8748,5LJQ,18,0,0.0
8749,5LJT,19,10,0.5263157894736842
8750,5LJW,22,0,0.0
8751,5LJY,3,0,0.0
8752,5LK4,28,17,0.6071428571428571
8753,5LKC,3,0,0.0
8754,5LKD,18,0,0.0
8755,5LKG,8,0,0.0
8756,5LKJ,33,0,0.0
8757,5LKK,9,0,0.0
8758,5LKM,21,0,0.0
8759,5LKT,26,0,0.0
8760,5LKU,22,0,0.0
8761,5LKX,27,0,0.0
8762,5LKY,13,8,0.6153846153846154
8763,5LKZ,27,0,0.0
8764,5LL0,24,0,0.0
8765,5LL3,17,0,0.0
8766,5LL5,17,8,0.47058823529411764
8767,5LL7,17,0,0.0
8768,5LL8,17,9,0.5294117647058824
8769,5LL9,19,8,0.42105263157894735
8770,5LLA,20,11,0.55
8771,5LLB,23,0,0.0
8772,5LLC,20,0,0.0
8773,5LLD,22,0,0.0
8774,5LLE,18,12,0.6666666666666666
8775,5LLF,23,0,0.0
8776,5LLH,18,0,0.0
8777,5LLI,19,0,0.0
8778,5LLM,17,0,0.0
8779,5LLP,26,14,0.5384615384615384
8780,5LLT,40,0,0.0
8781,5LLW,32,0,0.0
8782,5LLX,34,0,0.0
8783,5LLY,35,0,0.0
8784,5LM3,26,0,0.0
8785,5LM4,18,0,0.0
8786,5LM6,15,0,0.0
8787,5LMA,18,10,0.5555555555555556
8788,5LMB,19,0,0.0
8789,5LMC,22,0,0.0
8790,5LMD,18,0,0.0
8791,5LMK,20,0,0.0
8792,5LMZ,8,0,0.0
8793,5LN2,18,0,0.0
8794,5LNE,4,0,0.0
8795,5LNI,24,13,0.5416666666666666
8796,5LNJ,24,40,1.6666666666666667
8797,5LNQ,31,0,0.0
8798,5LNR,12,0,0.0
8799,5LNS,26,11,0.4230769230769231
8800,5LNT,22,0,0.0
8801,5LNW,26,0,0.0
8802,5LNY,18,0,0.0
8803,5LNZ,21,0,0.0
8804,5LO0,20,0,0.0
8805,5LO1,20,0,0.0
8806,5LO5,24,0,0.0
8807,5LO6,21,0,0.0
8808,5LOA,27,0,0.0
8809,5LOF,22,0,0.0
8810,5LOG,26,0,0.0
8811,5LOH,21,11,0.5238095238095238
8812,5LOL,14,0,0.0
8813,5LOM,24,0,0.0
8814,5LOP,15,0,0.0
8815,5LOR,26,0,0.0
8816,5LOT,26,0,0.0
8817,5LOV,23,0,0.0
8818,5QA4,10,8,0.8
8819,5QA5,10,8,0.8
8820,5QA6,10,8,0.8
8821,5QA7,10,0,0.0
8822,5QA8,11,9,0.8181818181818182
8823,5QA9,11,0,0.0
8824,5QAA,9,0,0.0
8825,5QAB,10,0,0.0
8826,5QAC,9,0,0.0
8827,5QAD,10,8,0.8
8828,5QAE,9,0,0.0
8829,5QAF,10,0,0.0
8830,5QAG,11,0,0.0
8831,5QAH,12,0,0.0
8832,5QAI,11,0,0.0
8833,5QAK,11,0,0.0
8834,5QAL,10,0,0.0
8835,5QAO,12,0,0.0
8836,5QAQ,12,0,0.0
8837,5QAR,13,0,0.0
8838,5QAS,10,0,0.0
8839,5QAT,11,8,0.7272727272727273
8840,5QAU,13,0,0.0
8841,5QAV,14,0,0.0
8842,5QAW,12,0,0.0
8843,5QAX,12,0,0.0
8844,5QAY,9,0,0.0
8845,5QAZ,11,0,0.0
8846,5QB1,14,0,0.0
8847,5QB2,14,8,0.5714285714285714
8848,5QB3,14,0,0.0
8849,5QB4,16,0,0.0
8850,5QB5,16,16,1.0
8851,5QB6,15,0,0.0
8852,5QB7,17,20,1.1764705882352942
8853,5QB8,17,16,0.9411764705882353
8854,5QB9,16,8,0.5
8855,5QBA,12,10,0.8333333333333334
8856,5QBB,15,18,1.2
8857,5QBC,11,0,0.0
8858,5QBD,10,0,0.0
8859,5QBE,10,0,0.0
8860,5QBH,17,18,1.0588235294117647
8861,5QBI,14,10,0.7142857142857143
8862,5QBJ,15,18,1.2
8863,5QBM,17,0,0.0
8864,5QBP,19,0,0.0
8865,5QBQ,15,0,0.0
8866,5QBR,17,28,1.6470588235294117
8867,5QBS,17,10,0.5882352941176471
8868,5QBT,17,0,0.0
8869,5QBU,23,0,0.0
8870,5QBV,21,0,0.0
8871,5QBW,22,0,0.0
8872,5QBX,21,0,0.0
8873,5QBY,22,0,0.0
8874,5QBZ,22,0,0.0
8875,5QC0,23,0,0.0
8876,5QC1,23,0,0.0
8877,5QC2,24,0,0.0
8878,5QC3,24,0,0.0
8879,5QC4,24,0,0.0
8880,5QC5,23,0,0.0
8881,5QC6,22,0,0.0
8882,5QC7,24,0,0.0
8883,5QC8,24,0,0.0
8884,5QC9,21,0,0.0
8885,5QCA,25,0,0.0
8886,5QCB,21,0,0.0
8887,5QCC,15,0,0.0
8888,5QCD,23,0,0.0
8889,5QCE,25,0,0.0
8890,5QCF,21,0,0.0
8891,5QCG,20,0,0.0
8892,5QCI,21,0,0.0
8893,5QCO,25,0,0.0
8894,5QCP,26,0,0.0
8895,5QCQ,27,0,0.0
8896,5QCR,30,0,0.0
8897,5QCS,27,0,0.0
8898,5QCT,27,0,0.0
8899,5QCU,27,0,0.0
8900,5QCV,25,0,0.0
8901,5QCW,26,0,0.0
8902,5QCX,25,0,0.0
8903,5QCY,30,0,0.0
8904,5QCZ,25,0,0.0
8905,5QD0,26,0,0.0
